user_id,enrollment_date,course_category,subscription_type,revenue_per_user,city,user_type,language
PW100203,2021-04-04,NEET,Free,0,Mumbai,Offline,Regional
PW100204,2019-12-01,Commerce,Paid Monthly,699,Kolkata,Online,Hindi
PW100205,2023-05-26,Skill Development,Paid Monthly,499,Kolkata,Offline,Regional
PW100206,2023-03-15,JEE,Free,0,Bangalore,Online,Hindi
PW100207,2021-11-21,Skill Development,Free,0,Chennai,Online,Hindi
PW100208,2019-02-01,JEE,Paid Monthly,699,Varanasi,Online,English
PW100209,2023-06-22,JEE,Paid Monthly,699,Hyderabad,Online,English
PW100210,2019-11-17,Skill Development,Paid Monthly,999,Ahmedabad,Online,Regional
PW100211,2020-12-15,JEE,Free,0,Kanpur,Online,Hindi
PW100212,2019-12-13,Skill Development,Free,0,Hyderabad,Online,Hindi
PW100213,2023-07-31,JEE,Free,0,Bangalore,Online,Regional
PW100214,2022-02-08,JEE,Free,0,Muzaffarpur,Online,Hindi
PW100215,2021-05-01,JEE,Free,0,Nagpur,Online,Hindi
PW100216,2023-04-11,NEET,Paid Monthly,999,Lucknow,Offline,Regional
PW100217,2023-02-23,UPSC,Paid Monthly,699,Pune,Offline,Hindi
PW100218,2021-12-28,NEET,Free,0,Lucknow,Online,English
PW100219,2023-03-07,SSC,Paid Monthly,499,Delhi,Offline,Hindi
PW100220,2022-06-10,NEET,Paid Yearly,8999,Gaya,Online,Regional
PW100221,2021-08-27,JEE,Free,0,Jamshedpur,Online,English
PW100222,2024-01-24,JEE,Paid Monthly,499,Delhi,Online,Hindi
PW100223,2022-06-25,NEET,Free,0,Kanpur,Online,Hindi
PW100224,2020-12-18,JEE,Paid Yearly,6999,Delhi,Online,Hindi
PW100225,2022-11-04,NEET,Free,0,Pune,Offline,English
PW100226,2019-07-18,NEET,Paid Yearly,4999,Kanpur,Online,English
PW100227,2022-04-09,GATE,Paid Yearly,6999,Delhi,Online,Hindi
PW100228,2019-11-07,Commerce,Paid Monthly,999,Kolkata,Online,Regional
PW100229,2019-06-17,JEE,Paid Monthly,699,Varanasi,Online,Regional
PW100230,2022-10-22,NEET,Paid Monthly,999,Pune,Online,Hindi
PW100231,2024-01-14,JEE,Free,0,Kanpur,Online,English
PW100232,2020-09-18,NEET,Free,0,Lucknow,Online,Hindi
PW100233,2024-02-11,Skill Development,Paid Monthly,999,Dehradun,Online,Hindi
PW100234,2020-09-22,JEE,Paid Monthly,499,Chennai,Online,English
PW100235,2020-10-20,Skill Development,Paid Monthly,999,Muzaffarpur,Online,English
PW100236,2019-05-16,NEET,Paid Monthly,499,Kanpur,Online,Hindi
PW100237,2020-01-13,Skill Development,Paid Yearly,8999,Lucknow,Online,English
PW100238,2019-03-13,Commerce,Paid Monthly,999,Muzaffarpur,Online,Hindi
PW100239,2019-08-21,Commerce,Paid Monthly,699,Delhi,Online,English
PW100240,2021-03-24,Skill Development,Paid Monthly,999,Kanpur,Offline,English
PW100241,2023-03-06,UPSC,Free,0,Gaya,Online,Hindi
PW100242,2019-01-22,JEE,Free,0,Ahmedabad,Online,Hindi
PW100243,2020-01-20,JEE,Free,0,Muzaffarpur,Online,Hindi
PW100244,2021-12-14,SSC,Free,0,Ahmedabad,Offline,English
PW100245,2020-06-01,Commerce,Paid Monthly,699,Kanpur,Online,English
PW100246,2020-02-25,SSC,Paid Yearly,8999,Hyderabad,Online,Hindi
PW100247,2021-04-04,NEET,Free,0,Lucknow,Online,Hindi
PW100248,2019-01-30,UPSC,Paid Yearly,4999,Jamshedpur,Online,English
PW100249,2022-10-17,JEE,Paid Monthly,999,Hyderabad,Online,English
PW100250,2023-06-18,GATE,Paid Monthly,499,Varanasi,Online,Hindi
PW100251,2021-02-01,Commerce,Paid Monthly,999,Mumbai,Online,Hindi
PW100252,2022-03-07,NEET,Paid Monthly,499,Gaya,Online,Hindi
PW100253,2024-06-28,Commerce,Paid Monthly,999,Kanpur,Online,Hindi
PW100254,2022-03-06,NEET,Paid Monthly,999,Chennai,Online,English
PW100255,2021-05-06,Commerce,Paid Monthly,999,Lucknow,Online,Hindi
PW100256,2023-08-02,NEET,Paid Monthly,499,Muzaffarpur,Online,English
PW100257,2019-05-13,JEE,Paid Monthly,999,Bangalore,Online,Hindi
PW100258,2020-08-01,JEE,Free,0,Ahmedabad,Offline,Regional
PW100259,2020-10-20,JEE,Free,0,Delhi,Online,Hindi
PW100260,2022-04-18,JEE,Free,0,Ahmedabad,Online,Hindi
PW100261,2021-03-18,JEE,Paid Monthly,499,Chennai,Online,Regional
PW100262,2022-09-18,JEE,Paid Monthly,699,Varanasi,Online,Hindi
PW100263,2021-07-28,UPSC,Paid Monthly,999,Chennai,Offline,Regional
PW100264,2020-03-16,GATE,Free,0,Jamshedpur,Offline,Regional
PW100265,2023-12-10,NEET,Paid Monthly,499,Bangalore,Online,Hindi
PW100266,2021-01-16,Skill Development,Free,0,Dehradun,Online,English
PW100267,2022-12-09,NEET,Free,0,Hyderabad,Online,Regional
PW100268,2019-07-10,Commerce,Paid Yearly,6999,Chennai,Online,Regional
PW100269,2022-03-01,SSC,Paid Monthly,699,Dehradun,Online,Regional
PW100270,2019-05-31,JEE,Free,0,Nagpur,Online,English
PW100271,2020-05-13,Commerce,Free,0,Bangalore,Online,Hindi
PW100272,2021-12-28,JEE,Paid Yearly,8999,Chennai,Online,Regional
PW100273,2019-10-25,Skill Development,Paid Monthly,699,Bangalore,Online,Hindi
PW100274,2020-10-13,UPSC,Paid Monthly,699,Gaya,Online,Regional
PW100275,2021-03-07,JEE,Paid Monthly,699,Hyderabad,Online,Hindi
PW100276,2021-12-08,Skill Development,Free,0,Mumbai,Online,English
PW100277,2019-03-17,NEET,Paid Monthly,499,Mumbai,Online,English
PW100278,2020-10-13,JEE,Paid Monthly,699,Jamshedpur,Online,Hindi
PW100279,2021-05-26,SSC,Free,0,Delhi,Online,Hindi
PW100280,2022-01-23,NEET,Paid Yearly,6999,Gaya,Online,Hindi
PW100281,2019-07-17,UPSC,Free,0,Kolkata,Online,Regional
PW100282,2021-04-15,Skill Development,Paid Monthly,499,Kolkata,Online,Regional
PW100283,2020-01-17,JEE,Free,0,Delhi,Online,Hindi
PW100284,2022-06-22,JEE,Paid Yearly,6999,Lucknow,Online,Hindi
PW100285,2020-03-03,JEE,Paid Yearly,8999,Chennai,Online,Hindi
PW100286,2021-04-23,NEET,Free,0,Bangalore,Online,Hindi
PW100287,2023-10-28,UPSC,Paid Monthly,999,Pune,Online,English
PW100288,2021-10-27,Skill Development,Free,0,Pune,Online,Regional
PW100289,2023-01-02,Commerce,Paid Monthly,699,Bangalore,Offline,Hindi
PW100290,2020-10-03,JEE,Paid Yearly,4999,Kolkata,Offline,Hindi
PW100291,2024-02-29,NEET,Paid Monthly,699,Bangalore,Online,Hindi
PW100292,2024-03-08,SSC,Free,0,Chennai,Online,Hindi
PW100293,2020-01-12,Skill Development,Paid Yearly,8999,Mumbai,Online,Hindi
PW100294,2024-01-09,JEE,Paid Yearly,6999,Pune,Online,Regional
PW100295,2021-01-03,Skill Development,Paid Yearly,4999,Nagpur,Online,Regional
PW100296,2023-02-09,UPSC,Paid Monthly,999,Nagpur,Offline,Regional
PW100297,2023-03-08,UPSC,Paid Yearly,6999,Nagpur,Online,Hindi
PW100298,2020-08-17,JEE,Free,0,Delhi,Online,Hindi
PW100299,2021-07-11,NEET,Paid Yearly,8999,Varanasi,Online,English
PW100300,2022-05-17,Skill Development,Paid Monthly,999,Delhi,Offline,Hindi
PW100301,2020-12-03,Skill Development,Paid Yearly,6999,Hyderabad,Online,Hindi
PW100302,2019-11-01,Skill Development,Paid Monthly,699,Kanpur,Offline,Regional
PW100303,2021-09-11,NEET,Free,0,Ahmedabad,Online,Hindi
PW100304,2020-02-13,JEE,Paid Monthly,699,Dehradun,Online,Regional
PW100305,2019-06-25,JEE,Free,0,Bangalore,Online,Hindi
PW100306,2020-12-08,JEE,Paid Monthly,499,Ahmedabad,Online,English
PW100307,2021-04-09,GATE,Free,0,Dehradun,Offline,English
PW100308,2019-08-22,SSC,Free,0,Nagpur,Online,Hindi
PW100309,2019-01-18,NEET,Paid Yearly,6999,Delhi,Online,Hindi
PW100310,2019-06-07,JEE,Free,0,Jamshedpur,Offline,English
PW100311,2023-07-06,SSC,Free,0,Chennai,Online,Hindi
PW100312,2019-07-14,Skill Development,Paid Monthly,499,Delhi,Online,Regional
PW100313,2022-10-01,SSC,Paid Monthly,699,Delhi,Online,Hindi
PW100314,2022-09-30,JEE,Paid Monthly,499,Chennai,Online,Hindi
PW100315,2020-11-26,NEET,Paid Monthly,699,Varanasi,Offline,English
PW100316,2023-03-08,SSC,Paid Monthly,699,Lucknow,Online,Hindi
PW100317,2021-08-29,JEE,Free,0,Muzaffarpur,Online,Hindi
PW100318,2019-12-30,Skill Development,Paid Yearly,8999,Bangalore,Offline,Hindi
PW100319,2019-04-04,GATE,Paid Monthly,499,Chennai,Online,Hindi
PW100320,2023-04-06,NEET,Paid Monthly,499,Gaya,Offline,Hindi
PW100321,2019-06-13,SSC,Paid Monthly,999,Ahmedabad,Online,English
PW100322,2023-11-15,NEET,Free,0,Lucknow,Online,English
PW100323,2022-05-22,UPSC,Paid Monthly,499,Pune,Online,Regional
PW100324,2020-09-21,UPSC,Paid Monthly,699,Delhi,Online,Hindi
PW100325,2023-03-31,NEET,Paid Monthly,699,Dehradun,Online,English
PW100326,2021-01-15,SSC,Free,0,Bangalore,Offline,Regional
PW100327,2021-07-22,NEET,Paid Monthly,699,Delhi,Online,Hindi
PW100328,2020-10-11,Commerce,Paid Yearly,6999,Pune,Online,Hindi
PW100329,2019-03-23,Commerce,Paid Monthly,699,Mumbai,Online,Hindi
PW100330,2021-08-22,JEE,Free,0,Varanasi,Online,Hindi
PW100331,2019-06-10,UPSC,Free,0,Lucknow,Online,Hindi
PW100332,2023-10-24,GATE,Paid Yearly,8999,Ahmedabad,Online,English
PW100333,2024-04-15,UPSC,Paid Monthly,999,Hyderabad,Online,English
PW100334,2021-08-28,JEE,Paid Yearly,4999,Pune,Online,Hindi
PW100335,2019-04-04,JEE,Paid Monthly,499,Kanpur,Online,English
PW100336,2021-03-17,JEE,Free,0,Dehradun,Online,Hindi
PW100337,2022-01-25,JEE,Paid Yearly,4999,Nagpur,Online,Regional
PW100338,2020-10-22,JEE,Free,0,Muzaffarpur,Offline,English
PW100339,2023-08-24,JEE,Free,0,Bangalore,Online,English
PW100340,2022-12-05,NEET,Free,0,Kolkata,Offline,Hindi
PW100341,2019-06-11,Commerce,Free,0,Hyderabad,Online,English
PW100342,2019-02-27,JEE,Free,0,Delhi,Online,Hindi
PW100343,2024-06-26,JEE,Paid Monthly,499,Hyderabad,Online,Hindi
PW100344,2022-09-09,JEE,Paid Yearly,4999,Nagpur,Offline,Hindi
PW100345,2021-11-18,SSC,Paid Monthly,499,Nagpur,Offline,Hindi
PW100346,2022-08-14,NEET,Paid Monthly,699,Muzaffarpur,Offline,Hindi
PW100347,2024-04-12,JEE,Paid Monthly,999,Chennai,Offline,English
PW100348,2022-07-14,JEE,Paid Monthly,499,Nagpur,Offline,Hindi
PW100349,2023-01-17,JEE,Paid Monthly,999,Kolkata,Online,Hindi
PW100350,2019-06-29,SSC,Paid Yearly,8999,Varanasi,Online,Regional
PW100351,2020-06-20,SSC,Paid Yearly,6999,Muzaffarpur,Online,English
PW100352,2021-08-24,GATE,Paid Monthly,499,Bangalore,Online,English
PW100353,2021-10-24,JEE,Paid Monthly,699,Chennai,Online,Hindi
PW100354,2021-09-08,NEET,Free,0,Bangalore,Online,Hindi
PW100355,2020-10-07,Skill Development,Paid Monthly,699,Bangalore,Offline,English
PW100356,2022-08-12,JEE,Paid Monthly,999,Hyderabad,Online,Regional
PW100357,2023-10-14,UPSC,Paid Monthly,999,Delhi,Online,Hindi
PW100358,2022-08-08,NEET,Paid Monthly,999,Kanpur,Online,Hindi
PW100359,2021-06-22,Commerce,Paid Yearly,4999,Kolkata,Online,Hindi
PW100360,2024-05-27,NEET,Paid Monthly,699,Kanpur,Online,Regional
PW100361,2022-11-29,Commerce,Free,0,Nagpur,Offline,Hindi
PW100362,2020-06-25,NEET,Free,0,Chennai,Online,Hindi
PW100363,2022-11-15,JEE,Paid Yearly,4999,Nagpur,Online,Hindi
PW100364,2020-06-04,NEET,Paid Yearly,8999,Varanasi,Online,Hindi
PW100365,2023-06-22,NEET,Paid Monthly,499,Delhi,Online,English
PW100366,2024-01-01,JEE,Free,0,Muzaffarpur,Offline,Regional
PW100367,2022-04-11,JEE,Free,0,Hyderabad,Offline,Hindi
